run_id,episode_id,algorithm,scene_id,scene_split,training_seed,seed,config_version,git_commit,git_dirty,submodule_commits_json,policy_checkpoint_sha256,scenario_manifest_sha256,localization_mode,success,collision,terminated,truncated,termination_reason,path_length,navigation_time,path_efficiency,smoothness,linear_acc_rms,angular_acc_rms,min_obstacle_distance,near_collision_time_ratio,parameter_adjustment_count,parameter_total_variation,projection_intervention_count,safety_filter_intervention_count,safety_fallback_count,fallback_duration,fallback_recovery_count,planner_failure_count,candidate_parameter_violation_count,semantic_direction_consistency,inference_latency_mean,parameter_write_latency_mean,parameter_activation_latency_mean,operator_intervention_count,bag_uri,notes
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000001,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.50984344429608,3.1580000000000004,1.001358234867675,0.2090746142454028,,,30.0,0.0,4,1.9037996923350238,1,0,0,0.0,0,0,1,,0.0,37.00000000000014,48.499999999999986,0,,T11 train phase; undiscounted_return=19.2858457
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000002,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.580384665652537,3.3579999999999997,0.9995489842186062,0.21869107594966194,,,30.0,0.0,4,2.2069112751433555,3,0,0,0.0,0,0,3,,0.0,32.49999999999997,59.499999999999886,0,,T11 train phase; undiscounted_return=19.0075534
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000003,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.5262729497698726,3.2520000000000007,0.9918073470611014,0.23435886549574836,,,30.0,0.0,4,2.1039512702863856,1,0,0,0.0,0,0,1,,0.0,36.99999999999992,48.00000000000004,0,,T11 train phase; undiscounted_return=19.0148924
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000004,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.5851821307662983,3.2620000000000022,0.9999772566633134,0.23690206408189954,,,30.0,0.0,4,2.921233296792364,1,0,0,0.0,0,0,1,,0.0,37.00000000000081,85.50000000000057,0,,T11 train phase; undiscounted_return=18.9360586
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000005,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.4801441767718124,3.16,0.9984013362952318,0.12635317229689272,,,30.0,0.0,3,1.223109720987146,1,0,0,0.0,0,0,1,,0.0,30.66666666666625,64.00000000000006,0,,T11 train phase; undiscounted_return=17.4611235
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000006,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.565175638599586,3.246000000000002,0.9999675443924871,0.16803552180345402,,,30.0,0.0,4,2.6654682554421947,1,0,0,0.0,0,0,1,,0.0,35.00000000000014,58.999999999999275,0,,T11 train phase; undiscounted_return=18.8393021
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000007,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.5296639877074103,3.1400000000000006,0.9987852729508492,0.2453853032292549,,,30.0,0.0,4,1.585357292544025,0,0,0,0.0,0,0,0,,0.0,40.49999999999976,68.99999999999994,0,,T11 train phase; undiscounted_return=18.5420395
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000008,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.543389149024358,3.1400000000000006,0.9989885566234123,0.1963524785578433,,,30.0,0.0,4,1.9440838473179567,2,0,0,0.0,0,0,2,,0.0,37.99999999999937,83.50000000000257,0,,T11 train phase; undiscounted_return=18.6626317
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000009,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.541243844502418,3.2419999999999973,0.998423358050499,0.2201840968232108,,,30.0,0.0,4,2.4894070009740723,2,0,0,0.0,0,0,2,,0.0,31.000000000000583,57.00000000000216,0,,T11 train phase; undiscounted_return=19.0822626
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000010,RL-TEB-Semantic-Eta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.558289400925861,3.446000000000005,0.9992484108713727,0.19756475806214263,,,30.0,0.0,4,2.8617279627345877,3,0,0,0.0,0,0,3,,0.0,33.99999999999892,56.99999999999861,0,,T11 train phase; undiscounted_return=18.6982441
